Frame #,RMSD,rGyr,intraHB,MolSA,SASA,PSA,Contact_Frequency
122,2.393,5.458,0,356.566,306.88,291.356,4
123,2.695,5.388,0,358.706,276.195,293.85,8
124,1.737,5.048,0,356.053,258.662,279.322,4
125,1.777,5.002,0,357.463,283.697,291.289,7
126,2.494,5.22,0,356.33,186.544,287.914,6
127,2.695,5.333,0,355.757,257.677,286.459,7
128,2.464,5.249,0,356.786,228.591,283.998,8
129,2.437,5.227,0,355.788,251.399,285.344,7
130,2.777,5.304,0,356.033,252.091,283.416,11
131,2.385,5.26,0,359.579,224.24,290.648,6
132,2.77,5.386,0,356.515,254.149,284.449,7
133,2.893,5.176,0,354.818,240.89,282.924,7
134,2.05,5.292,0,356.324,254.768,286.016,8
135,2.433,5.549,0,357.531,265.33,291.102,7
136,2.089,5.134,0,360.026,294.136,292.599,9
137,1.812,4.996,0,361.203,243.311,288.422,8
138,2.07,5.192,0,358.005,212.354,294.489,7
139,2.594,5.554,0,358.835,275.964,294.546,5
140,2.505,5.583,0,359.191,226.113,291.0,10
141,2.292,5.59,0,359.724,284.772,289.984,6
142,2.38,5.565,0,359.527,235.28,294.064,10
143,2.248,5.475,0,359.389,247.105,292.41,6
144,2.617,5.458,0,360.004,267.654,296.103,4
145,2.145,5.363,0,360.436,270.001,291.005,7
146,2.079,5.449,0,361.29,216.925,290.84,6
147,2.447,5.537,0,358.3,257.151,292.447,8
148,2.369,5.653,0,359.55,290.007,291.793,6
149,2.259,5.452,0,357.215,270.925,290.486,5
150,2.412,5.573,0,356.754,276.209,288.584,4
151,2.238,5.507,0,360.858,257.136,296.199,8
152,2.504,5.452,0,357.498,265.269,286.776,7
153,2.334,5.524,0,358.078,214.608,289.382,10
154,2.416,5.524,0,361.073,255.132,290.483,4
155,1.969,5.6,0,359.329,213.144,292.242,9
156,1.715,5.492,0,360.317,226.013,292.507,8
157,2.014,5.542,0,356.922,201.853,284.908,4
158,2.082,5.647,0,357.414,234.229,288.735,9
159,2.296,5.561,0,359.271,203.933,297.634,6
160,0.63,4.948,0,356.863,264.274,291.022,7
161,2.11,5.429,0,358.502,285.328,294.869,10
162,0.534,4.979,0,357.604,333.723,290.954,6
163,1.298,5.16,0,360.182,308.937,294.031,4
164,1.069,5.048,0,359.934,258.675,297.047,6
165,1.426,5.288,0,360.988,289.472,296.502,6
166,1.154,4.977,0,358.851,331.723,293.257,6
167,1.4,5.275,0,361.215,262.913,293.324,7
168,2.078,5.543,0,358.59,244.26,293.377,6
169,1.98,5.557,0,359.316,317.812,289.902,9
170,2.052,5.584,0,359.252,306.313,291.313,5
171,2.274,5.569,0,357.298,295.244,293.782,4
172,1.635,5.123,0,357.937,360.968,290.141,2
173,1.442,5.255,0,358.144,510.399,289.049,1
174,1.151,4.86,0,355.431,442.775,281.844,3
175,1.135,5.209,0,357.236,475.68,289.036,0
176,1.232,5.229,0,360.134,483.723,290.169,0
177,1.511,5.093,0,358.247,463.155,286.714,2
178,1.623,5.307,0,356.36,441.714,289.124,2
179,2.183,5.658,0,359.656,329.658,289.904,3
180,2.0,5.556,0,355.626,310.697,287.754,6
181,2.159,5.682,0,357.506,327.875,288.139,7
182,2.221,5.714,0,360.58,341.958,289.036,4
183,2.251,5.608,0,357.882,329.104,287.619,6
184,2.114,5.564,0,358.612,340.152,292.592,4
185,2.006,5.625,0,358.285,371.635,288.778,4
186,2.063,5.651,0,356.516,338.266,288.711,5
187,2.07,5.582,0,357.697,356.753,287.332,8
188,2.31,5.565,0,356.07,375.363,290.903,3
189,2.064,5.652,0,359.555,400.837,289.503,3
190,1.377,5.176,0,356.392,326.443,288.368,7
191,2.259,5.646,0,358.611,299.657,290.267,6
192,2.138,5.236,0,355.147,320.954,287.412,5
193,1.418,5.299,0,358.199,353.869,291.836,4
194,0.511,4.821,0,357.228,314.218,290.848,5
195,1.849,5.411,0,358.789,301.233,288.913,7
196,1.887,5.384,0,356.369,296.359,288.758,5
197,1.766,5.017,0,358.89,313.105,286.43,7
198,1.89,4.93,0,353.817,317.588,284.71,5
199,2.13,4.892,0,354.624,307.738,270.646,4
200,2.414,4.984,0,356.117,357.139,282.738,4
201,2.321,5.044,0,359.937,420.2,290.393,1
202,2.433,4.878,0,356.87,374.813,291.212,3
203,2.168,5.143,0,358.353,378.255,290.529,3
204,2.358,5.3,0,356.511,376.212,286.838,2
205,2.545,5.383,0,360.258,432.644,293.087,2
206,2.784,5.58,0,358.451,360.578,288.298,4
207,2.022,5.086,0,358.403,443.674,293.351,2
208,2.446,5.661,0,361.057,464.402,288.301,2
209,2.479,5.278,0,357.126,419.101,287.401,3
210,2.581,5.599,0,356.643,330.274,290.408,4
211,2.559,5.618,0,358.139,371.694,291.19,4
212,2.523,5.308,0,360.837,420.604,293.65,1
213,2.677,5.644,0,362.611,332.305,294.997,5
214,2.792,5.508,0,355.016,344.625,292.124,2
215,2.892,5.399,0,358.812,345.602,291.855,4
216,3.0,5.674,0,358.231,325.321,285.41,6
217,2.271,4.976,0,356.038,454.423,280.653,1
218,2.423,5.113,0,360.674,319.099,285.345,6
219,2.522,5.045,0,359.69,315.347,294.236,9
220,2.511,5.1,0,357.987,344.73,287.869,5
221,2.604,5.167,0,358.029,389.28,289.392,7
222,2.687,5.349,0,357.824,384.065,288.372,6
223,2.533,4.913,0,359.002,350.706,289.745,7
224,2.446,5.587,0,357.245,368.11,288.707,6
225,2.662,5.472,0,358.761,321.849,292.033,7
226,3.0,5.702,0,360.987,339.669,292.063,7
227,2.764,5.66,0,358.612,326.417,289.16,4
228,1.735,5.013,0,361.127,345.188,291.075,6
229,1.63,4.801,0,358.816,359.955,292.021,5
230,2.298,5.413,0,360.629,357.261,289.512,5
231,2.049,5.204,0,358.978,348.977,292.18,8
232,2.242,5.29,0,358.096,330.156,288.165,7
233,1.946,5.281,0,356.881,344.372,288.111,5
234,1.796,4.934,0,358.89,333.813,282.328,5
235,1.803,4.834,0,355.142,325.067,270.313,5
236,1.819,5.022,0,356.082,344.5,284.249,7
237,1.825,5.031,0,358.743,324.446,281.3,5
238,1.831,5.029,0,358.676,362.212,285.355,7
239,1.829,5.034,0,357.571,339.238,287.957,6
240,2.507,5.616,0,358.338,328.894,290.696,11
241,2.699,5.659,0,359.937,297.797,290.539,8
242,2.719,5.628,0,355.34,274.625,280.383,5
243,2.155,5.287,0,358.668,348.86,289.133,4
244,2.273,5.396,0,360.697,323.519,288.224,8
245,2.178,5.296,0,357.544,294.04,290.116,6
246,2.046,5.241,0,359.063,318.986,289.969,5
247,2.11,5.309,0,358.079,313.311,288.329,7
248,2.454,5.641,0,357.579,328.506,288.519,6
249,1.918,5.205,0,358.125,333.014,289.262,4
250,2.227,5.269,0,356.463,323.529,292.561,5
251,2.336,5.475,0,357.709,361.66,286.124,5
252,2.156,5.331,0,360.438,354.429,291.591,4
253,2.103,5.123,0,356.125,349.886,288.368,5
254,2.159,5.352,0,358.832,357.291,290.381,6
255,2.246,5.322,0,360.217,325.665,291.602,4
256,1.971,5.362,0,358.974,331.661,290.384,4
257,2.028,5.151,0,356.851,325.972,287.229,6
258,1.933,5.364,0,359.294,340.492,290.069,4
259,2.093,5.173,0,357.907,304.999,291.769,5
260,2.467,5.443,0,356.102,355.528,287.639,4
261,2.049,5.043,0,356.963,349.536,286.897,4
262,1.997,5.13,0,355.364,324.193,289.66,3
263,2.108,5.261,0,358.855,298.276,289.364,5
264,2.094,5.193,0,359.299,332.651,292.43,5
265,2.089,5.152,0,359.457,348.074,290.399,5
266,2.104,5.294,0,361.988,328.977,292.793,6
267,2.08,5.293,0,358.601,332.939,290.003,6
268,2.145,5.396,0,359.496,360.521,290.554,5
269,2.191,5.359,0,357.579,338.258,284.522,4
270,2.141,5.255,0,359.683,345.798,290.318,4
271,2.099,5.171,0,358.038,326.013,293.294,7
272,2.266,5.377,0,358.242,328.558,287.789,4
273,2.32,5.258,0,354.247,310.971,285.155,3
274,2.12,5.315,0,358.057,325.73,289.55,4
275,2.219,5.393,0,357.618,318.493,287.611,5
276,2.008,5.151,0,360.353,332.753,291.563,5
277,2.184,5.283,0,357.923,304.945,284.142,10
278,2.126,5.265,0,357.282,321.225,289.85,6
279,2.272,5.444,0,361.441,313.902,293.275,5
280,2.181,5.226,0,356.387,303.212,288.345,5
281,1.842,5.019,0,355.787,320.661,285.276,4
282,1.823,4.984,0,357.512,345.51,286.395,5
283,2.107,5.258,0,359.584,327.744,289.716,6
284,2.221,5.366,0,357.74,318.199,289.945,6
285,2.102,5.23,0,358.005,302.674,288.062,4
286,2.095,5.291,0,358.075,297.917,288.184,6
287,2.1,5.164,0,359.693,311.046,290.395,8
288,2.106,5.228,0,356.811,318.444,289.709,6
289,2.146,5.272,0,359.164,327.119,291.824,4
290,2.12,5.24,0,358.88,314.221,290.218,5
291,2.133,5.231,0,359.472,326.772,294.816,9
292,2.176,5.284,0,355.252,317.026,286.305,6
293,2.178,5.317,0,356.248,317.136,290.168,6
294,2.155,5.264,0,356.87,325.778,286.66,4
295,2.063,5.147,0,356.57,322.476,292.682,5
296,2.031,5.044,0,356.765,309.142,287.866,5
297,2.139,5.255,0,356.878,325.883,288.665,3
298,2.09,5.203,0,357.784,323.97,289.546,6
299,2.173,5.216,0,356.776,293.793,293.16,7
300,2.125,5.1,0,355.651,304.627,291.38,6
301,2.252,5.412,0,358.428,255.024,291.619,8
302,2.238,5.349,0,361.829,349.236,295.382,6
303,2.079,5.128,0,358.248,319.497,293.454,8
304,2.07,5.235,0,355.882,318.263,287.32,5
305,2.105,5.227,0,359.514,303.179,289.088,7
306,2.264,5.374,0,359.156,308.808,291.264,5
307,2.048,5.176,0,359.912,282.743,294.536,8
308,2.324,5.314,0,360.787,340.635,295.1,4
309,1.811,5.026,0,357.011,339.213,279.993,3
310,2.594,5.345,0,356.322,350.042,288.987,4
311,2.641,5.192,0,359.529,356.574,290.595,7
312,2.484,5.412,0,360.755,288.81,293.773,5
313,2.552,5.288,0,356.727,342.353,290.69,6
314,2.74,5.293,0,360.323,376.002,294.214,5
315,2.731,5.645,0,361.014,341.524,294.178,5
316,2.886,5.707,0,360.646,376.171,288.026,3
317,2.656,5.539,0,357.067,326.496,289.991,5
318,2.74,5.533,0,358.903,347.576,292.524,4
319,2.864,5.578,0,356.728,339.66,285.215,5
320,3.028,5.706,0,358.532,332.027,290.651,5
321,2.683,5.415,0,359.679,368.705,291.504,6
322,2.666,5.474,0,356.506,359.966,291.802,7
323,2.78,5.572,0,358.361,330.916,289.028,5
324,2.719,5.623,0,359.215,319.28,290.765,5
325,2.975,5.598,0,356.083,358.991,288.06,6
326,3.015,5.707,0,360.708,361.074,289.917,4
327,2.83,5.637,0,357.876,324.801,290.469,5
328,2.765,5.372,0,358.412,360.287,289.157,6
329,2.323,5.258,0,359.066,337.643,289.291,5
330,2.714,5.391,0,357.99,331.242,289.303,7
331,2.445,5.021,0,354.723,330.982,285.834,6
332,2.414,4.984,0,357.338,331.973,286.685,4
333,2.632,5.348,0,354.758,341.004,283.599,5
334,1.802,5.062,0,358.509,347.485,289.838,4
335,1.982,5.184,0,357.639,344.607,289.801,4
336,1.98,5.151,0,358.78,307.053,289.536,4
337,2.388,5.417,0,357.39,307.405,288.926,7
338,1.991,5.175,0,357.264,295.411,289.589,6
339,1.951,5.21,0,362.494,326.154,292.493,5
340,2.166,5.339,0,358.757,323.347,289.361,3
341,2.035,5.14,0,357.601,330.564,293.643,6
342,2.125,5.234,0,359.347,341.223,291.525,4
343,2.052,5.307,0,358.478,334.672,285.662,8
344,2.08,5.299,0,359.58,340.835,292.553,6
345,2.127,5.408,0,358.401,350.247,288.599,5
346,1.735,5.101,0,357.064,339.916,286.689,4
347,2.269,5.333,0,360.156,374.734,291.832,4
348,2.801,5.497,0,358.909,387.465,292.472,6
349,2.796,5.509,0,357.568,374.688,292.376,4
350,2.868,5.459,0,356.831,345.579,289.158,5
351,2.351,5.299,0,355.667,342.255,288.35,6
352,1.981,5.244,0,356.369,321.613,288.046,6
353,2.172,5.258,0,356.534,321.786,287.703,7
354,2.077,5.247,0,361.011,320.354,288.421,4
355,2.134,5.222,0,356.091,303.869,290.487,7
356,2.161,5.294,0,359.025,318.044,292.604,6
357,2.086,5.282,0,358.048,318.314,288.164,7
358,2.216,5.287,0,359.985,343.265,292.111,4
359,2.195,5.221,0,356.278,331.784,285.789,5
360,2.166,5.283,0,355.533,315.407,286.403,6
361,2.122,5.259,0,360.273,337.324,293.668,5
362,2.067,5.225,0,357.002,336.522,288.066,6
363,2.116,5.195,0,357.584,331.654,289.592,6
364,2.017,5.17,0,358.507,328.046,290.479,7
365,2.136,5.265,0,360.28,340.235,293.417,6
366,2.054,5.324,0,358.766,313.282,287.62,6
367,2.204,5.179,0,358.235,305.066,291.959,7
368,2.087,5.237,0,360.672,315.521,292.562,6
369,2.113,5.253,0,359.807,303.9,293.367,5
370,2.19,5.232,0,355.61,338.296,292.08,6
371,2.086,5.203,0,356.295,334.014,288.666,6
372,2.233,5.341,0,357.361,305.35,285.54,6
373,2.239,5.36,0,356.919,313.062,288.888,7
374,2.173,5.239,0,358.776,321.665,294.3,7
375,2.037,5.158,0,357.969,340.17,287.615,9
376,2.053,5.222,0,358.461,315.297,288.293,8
377,2.138,5.098,0,357.453,314.407,292.771,4
378,2.101,5.223,0,357.105,297.017,287.276,4
379,2.044,5.174,0,356.558,332.454,290.224,3
380,2.063,5.242,0,357.754,319.603,288.549,6
381,1.973,5.138,0,360.382,325.229,290.595,4
382,2.284,5.21,0,352.998,320.902,284.06,6
383,1.931,5.026,0,359.294,312.148,290.668,4
384,2.019,5.133,0,357.427,324.276,289.03,6
385,2.29,5.338,0,358.767,321.666,291.062,6
386,2.156,5.236,0,356.224,320.994,287.899,6
387,2.164,5.254,0,358.617,337.73,291.23,7
388,2.122,5.299,0,356.448,316.853,286.95,6
389,2.131,5.274,0,357.654,319.67,288.494,5
390,2.114,5.283,0,359.31,318.374,289.558,7
391,2.146,5.341,0,358.947,323.863,287.747,5
392,2.112,5.24,0,358.281,317.234,289.396,7
393,2.123,5.24,0,354.945,311.24,287.02,5
394,2.258,5.33,0,355.544,306.16,287.414,5
395,2.145,5.215,0,357.299,292.773,292.915,7
396,2.063,5.267,0,359.493,301.614,288.745,6
397,2.108,5.33,0,358.974,316.585,285.723,7
398,1.842,4.896,0,355.29,324.447,272.245,4
399,1.849,4.963,0,354.879,334.27,282.667,4
400,2.016,5.291,0,361.389,348.558,287.442,7
401,2.087,5.206,0,357.097,324.412,290.746,5
402,1.952,5.142,0,357.839,344.616,290.738,4
403,2.135,5.222,0,359.431,324.925,294.145,5
404,2.104,5.278,0,358.547,333.603,290.609,6
405,2.107,5.289,0,356.729,329.049,288.159,6
406,2.153,5.308,0,357.383,352.387,288.617,6
407,2.215,5.3,0,355.776,310.559,287.047,6
408,2.207,5.303,0,358.899,317.995,291.172,5
409,2.167,5.241,0,352.061,314.564,285.853,4
410,2.243,5.282,0,355.748,324.072,291.187,4
411,2.23,5.358,0,358.083,325.37,289.343,5
412,2.0,5.123,0,359.44,325.92,290.789,5
413,2.074,5.165,0,358.454,327.372,293.8,4
414,2.113,5.263,0,358.094,324.343,288.766,7
415,1.972,5.186,0,359.301,320.39,287.712,5
416,2.184,5.292,0,354.177,314.287,288.635,5
417,2.167,5.234,0,354.958,318.269,287.886,7
418,1.848,5.109,0,356.337,328.308,287.456,4
419,1.807,5.001,0,354.176,333.506,283.414,6
420,2.674,5.466,0,358.01,340.517,286.376,4
421,2.48,4.903,0,355.242,355.057,289.432,5
422,2.888,5.594,0,360.224,393.677,293.705,4
423,2.432,5.417,0,358.254,373.262,290.947,5
424,2.615,5.152,0,356.529,381.491,293.145,4
425,2.615,5.499,0,358.761,351.622,288.721,8
426,2.665,5.317,0,359.065,342.591,292.636,7
427,2.784,5.301,0,358.498,330.727,289.092,7
428,2.353,5.212,0,358.841,315.2,291.207,2
429,2.364,5.066,0,356.969,305.304,289.011,8
430,2.658,5.307,0,356.284,294.685,286.429,6
431,2.411,5.202,0,359.488,356.754,291.987,6
432,2.716,5.455,0,360.677,341.145,289.485,8
433,2.533,5.271,0,357.239,369.362,289.399,6
434,2.569,5.365,0,360.215,300.065,293.446,6
435,2.826,5.529,0,357.52,321.226,294.164,6
436,2.42,5.116,0,358.596,371.604,290.339,5
437,2.439,4.836,0,356.096,343.808,290.84,4
438,2.632,5.377,0,355.83,362.417,287.838,5
439,2.243,5.29,0,356.146,380.199,285.183,4
440,2.705,5.514,0,358.158,301.027,287.824,5
441,2.624,5.537,0,357.054,331.104,287.658,5
442,2.477,5.137,0,355.272,347.171,285.134,7
443,2.714,5.518,0,358.383,362.978,288.123,5
444,2.356,5.088,0,358.327,357.705,289.128,6
445,2.592,5.361,0,358.344,364.957,289.517,4
446,2.606,5.344,0,356.222,345.296,288.914,7
447,2.398,5.268,0,357.797,336.697,288.987,5
448,2.975,5.626,0,357.53,357.377,290.585,5
449,2.647,5.145,0,355.512,358.748,289.072,4
450,2.588,5.083,0,357.758,348.234,289.981,4
451,2.61,5.285,0,359.029,374.314,288.646,5
452,2.6,5.334,0,355.332,356.317,284.381,5
453,2.505,5.349,0,360.582,365.316,295.361,5
454,2.543,5.378,0,354.398,371.632,286.161,3
455,2.603,5.395,0,356.765,344.246,287.188,4
456,2.734,5.454,0,357.086,359.84,289.637,5
457,2.711,5.457,0,357.206,367.475,289.222,5
458,2.627,5.303,0,359.023,330.212,291.033,7
459,2.709,5.426,0,357.771,356.232,290.047,6
460,2.689,5.399,0,359.907,367.392,291.93,6
461,2.662,5.194,0,357.614,382.985,289.826,4
462,2.449,4.933,0,360.984,384.628,292.691,6
463,2.401,5.125,0,360.256,353.996,292.397,5
464,2.24,5.099,0,358.391,362.037,291.277,5
465,2.621,5.22,0,356.673,344.764,287.527,6
466,2.406,4.904,0,356.068,374.365,284.377,4
467,2.583,5.351,0,357.394,378.795,292.257,4
468,2.491,5.272,0,354.979,359.588,283.913,5
469,2.922,5.636,0,356.288,358.597,285.301,5
470,2.449,4.988,0,359.579,362.315,287.591,3
471,2.519,5.286,0,355.953,366.621,287.782,3
472,2.601,5.297,0,355.751,338.029,286.958,5
473,2.422,5.008,0,356.823,370.485,288.853,4
474,2.505,4.999,0,360.559,373.141,290.321,5
475,2.658,5.306,0,358.069,379.224,289.439,5
476,2.462,4.906,0,356.609,401.81,291.099,3
477,2.418,5.248,0,360.358,391.36,293.689,3
478,2.596,4.946,0,356.426,396.357,292.762,4
479,2.353,5.058,0,355.945,411.531,282.519,5
480,2.446,5.002,0,358.289,373.239,284.386,4
481,2.964,5.618,0,357.465,364.628,287.974,5
482,2.634,5.456,0,355.454,362.918,284.726,6
483,2.648,5.4,0,358.948,333.195,293.148,6
484,2.629,5.317,0,359.645,367.645,289.893,4
485,2.427,4.876,0,356.911,366.239,289.283,5
486,2.565,5.361,0,356.928,348.106,285.547,7
487,2.66,5.366,0,357.831,361.935,287.305,3
488,2.608,5.268,0,360.563,347.899,292.94,4
489,2.655,5.418,0,359.319,363.215,289.951,4
490,2.65,5.433,0,357.785,360.068,288.488,6
491,2.68,5.357,0,358.602,339.895,283.215,6
492,2.586,5.432,0,356.413,347.655,289.084,4
493,2.327,5.266,0,359.416,382.144,286.573,5
494,2.929,5.551,0,354.401,328.337,285.615,7
495,2.811,5.524,0,359.411,353.426,289.075,5
496,2.288,5.171,0,357.508,356.617,288.823,4
497,2.239,5.26,0,355.949,373.739,286.681,5
498,2.24,5.314,0,358.037,366.603,290.367,7
499,1.852,4.941,0,357.857,351.834,275.881,4
500,2.627,5.517,0,355.993,348.145,287.427,4
