Frame #,RMSD,rGyr,intraHB,MolSA,SASA,PSA,Contact_Frequency
29,2.076,4.724,0,357.901,301.771,156.532,13
29,2.163,4.758,0,359.603,279.834,157.721,13
30,1.635,4.727,0,360.283,312.899,162.064,7
30,1.864,4.687,0,355.694,309.569,163.979,7
31,1.33,4.841,0,362.212,308.621,161.274,8
31,1.494,4.615,0,357.48,296.037,158.444,8
32,1.334,4.716,0,358.212,299.531,156.885,12
32,2.095,4.748,0,360.452,308.947,159.273,12
33,1.432,4.766,0,359.743,308.261,158.341,13
33,1.287,4.862,0,361.527,275.424,163.676,13
34,2.094,4.767,0,358.253,296.245,161.506,14
34,1.601,4.725,0,357.89,308.712,160.776,14
35,2.149,4.71,0,360.002,288.852,158.799,11
35,2.072,4.703,0,355.09,332.043,162.467,11
36,1.979,4.758,0,357.22,291.552,164.974,8
36,1.429,4.718,0,359.553,327.893,164.898,8
37,2.169,4.763,0,358.613,307.659,152.391,15
37,2.092,4.735,0,359.457,284.323,146.541,15
38,2.069,4.867,0,358.49,280.049,162.583,11
38,1.961,4.701,0,357.633,286.095,164.354,11
39,2.103,4.716,0,358.688,274.474,159.321,10
39,1.941,4.616,0,356.3,294.71,151.678,10
40,2.084,4.691,0,359.467,318.574,160.33,12
40,2.031,4.605,0,354.268,281.239,159.588,12
41,2.108,4.825,0,361.021,305.331,166.819,12
41,2.027,4.636,0,357.952,310.135,156.701,12
42,2.123,4.723,0,358.767,290.126,153.467,10
42,2.039,4.668,0,357.111,285.991,160.443,10
43,2.021,4.652,0,360.886,302.173,167.861,12
43,1.534,4.759,0,358.868,292.929,151.675,12
44,1.945,4.687,0,360.106,305.401,160.575,9
44,2.053,4.66,0,357.597,276.853,158.696,9
45,2.162,4.694,0,358.755,277.187,158.985,11
45,2.076,4.75,0,359.898,301.945,159.602,11
46,1.445,4.792,0,362.765,288.057,156.813,11
46,2.134,4.692,0,357.872,292.168,156.414,11
47,2.122,4.608,0,353.622,305.923,151.512,12
47,2.028,4.668,0,357.408,296.24,155.988,12
48,2.096,4.623,0,358.732,303.977,152.813,11
48,1.724,4.696,0,359.314,301.256,158.109,11
49,2.081,4.787,0,357.02,320.611,158.817,12
49,2.08,4.708,0,356.944,294.049,162.417,12
50,1.998,4.615,0,355.336,306.863,167.77,13
50,1.973,4.684,0,357.495,293.88,163.646,13
51,1.469,4.616,0,355.821,297.429,158.011,12
51,2.057,4.844,0,358.675,272.23,164.087,12
52,2.132,4.698,0,360.337,289.174,161.055,13
52,1.985,4.809,0,359.683,300.837,171.273,13
53,1.406,4.681,0,356.87,286.777,159.559,8
53,2.14,4.809,0,359.883,281.631,158.572,8
54,2.078,4.703,0,356.339,288.679,156.974,9
54,2.039,4.738,0,356.023,317.502,161.157,9
55,1.73,4.671,0,360.204,283.889,162.09,11
55,2.012,4.668,0,357.47,296.753,153.889,11
56,2.051,4.738,0,357.865,300.416,160.983,9
56,2.126,4.563,0,354.541,301.398,160.836,9
57,1.393,4.653,0,355.795,301.333,158.96,9
57,1.438,4.717,0,358.649,281.96,167.173,9
58,2.033,4.762,0,357.887,290.412,165.145,9
58,2.076,4.619,0,355.194,293.257,158.501,9
59,2.017,4.747,0,357.585,277.549,160.255,7
59,2.122,4.589,0,357.543,313.106,168.535,7
60,1.94,4.743,0,357.493,312.034,158.987,10
60,2.049,4.687,0,359.13,283.928,161.466,10
61,1.847,4.67,0,360.75,298.909,164.697,12
61,2.068,4.723,0,355.587,300.157,158.588,12
62,2.05,4.658,0,357.796,317.242,159.757,12
62,2.113,4.696,0,358.928,305.416,152.377,12
63,2.089,4.744,0,357.626,316.515,159.83,12
63,2.008,4.764,0,359.863,324.326,165.152,12
64,2.064,4.76,0,357.512,315.923,159.021,10
64,1.694,4.713,0,359.334,295.495,159.222,10
65,2.118,4.9,0,360.739,274.458,165.003,12
65,1.855,4.748,0,357.07,290.999,165.221,12
66,1.481,4.767,0,358.131,297.087,161.188,11
66,2.052,4.737,0,359.724,295.285,161.882,11
67,1.759,4.634,0,355.946,294.716,166.172,9
67,1.932,4.67,0,358.341,293.978,161.599,9
68,2.106,4.605,0,358.695,307.367,161.757,11
68,1.342,4.721,0,355.234,290.51,154.213,11
69,2.046,4.705,0,357.255,290.485,160.6,8
69,1.909,4.65,0,354.85,286.031,163.161,8
70,2.016,4.731,0,359.369,299.603,158.76,10
70,2.021,4.58,0,359.619,299.935,156.868,10
71,2.027,4.629,0,358.078,325.563,169.315,10
71,1.926,4.77,0,357.803,297.503,164.911,10
72,2.085,4.719,0,360.048,283.95,160.183,8
72,2.025,4.682,0,357.934,305.383,163.815,8
73,1.727,4.802,0,362.365,306.667,166.91,11
73,2.036,4.746,0,359.861,297.066,164.99,11
74,2.0,4.746,0,357.151,333.086,160.69,10
74,2.172,4.839,0,360.562,285.17,163.825,10
75,2.049,4.809,0,357.64,346.794,166.201,11
75,2.134,4.336,0,353.66,306.183,164.668,11
76,1.927,4.796,0,360.263,343.25,158.575,13
76,1.321,4.539,0,354.299,336.336,164.048,13
77,1.505,4.552,0,357.098,323.831,171.539,8
77,2.153,4.649,0,357.848,317.676,157.476,8
78,1.241,4.889,0,358.953,398.699,160.834,3
78,1.732,4.644,0,359.491,351.915,163.761,3
79,1.839,4.615,0,357.067,367.643,160.98,11
79,1.513,4.861,0,360.99,377.038,161.838,11
80,2.269,4.386,0,355.024,362.336,151.996,4
80,2.55,4.461,0,358.213,329.035,152.851,4
81,2.66,4.548,0,356.324,302.732,160.173,7
81,2.472,4.437,0,355.527,335.188,161.026,7
82,2.46,4.571,0,356.225,331.456,154.465,4
82,2.715,4.437,0,360.512,313.917,162.777,4
83,2.115,4.558,0,356.38,318.828,159.487,2
83,2.331,4.511,0,357.414,312.951,153.259,2
84,2.67,4.457,0,354.617,352.048,161.557,5
84,2.362,4.631,0,360.323,370.101,158.892,5
85,2.532,4.435,0,356.181,328.247,156.275,3
85,2.328,4.413,0,355.357,315.939,155.925,3
86,2.429,4.474,0,354.61,307.336,165.503,4
86,2.332,4.297,0,352.775,305.645,151.635,4
87,2.373,4.41,0,355.311,303.263,154.985,2
87,2.404,4.539,0,357.723,332.74,156.052,2
88,2.543,4.378,0,353.039,295.665,157.615,4
88,2.52,4.462,0,354.98,324.171,154.605,4
89,2.536,4.499,0,357.53,324.956,164.016,3
89,2.4,4.507,0,358.952,327.398,158.15,3
90,2.372,4.388,0,353.534,338.95,158.651,3
90,2.529,4.538,0,358.762,337.732,156.554,3
91,2.364,4.567,0,357.06,332.749,156.072,4
91,2.449,4.396,0,354.66,303.103,158.625,4
92,2.436,4.391,0,356.136,320.853,157.325,3
92,2.411,4.413,0,355.42,331.302,158.197,3
93,2.307,4.448,0,353.496,315.015,156.173,4
93,2.27,4.462,0,356.255,300.119,153.227,4
94,2.23,4.437,0,354.32,367.219,156.953,5
94,2.533,4.527,0,357.453,323.826,165.462,5
95,2.513,4.333,0,350.677,309.318,157.76,5
95,2.426,4.666,0,358.636,314.621,154.017,5
96,2.617,4.485,0,359.896,334.179,161.369,2
96,2.224,4.494,0,354.062,308.48,156.715,2
97,2.467,4.423,0,354.165,329.376,153.35,3
97,2.299,4.549,0,358.296,313.415,160.294,3
98,2.275,4.482,0,356.922,332.546,155.235,4
98,2.61,4.432,0,354.577,317.982,167.702,4
99,2.66,4.395,0,354.894,340.105,155.279,3
99,2.528,4.423,0,357.029,360.579,154.377,3
100,2.651,4.482,0,360.203,360.223,157.27,4
100,2.608,4.461,0,358.398,351.756,168.393,4
101,2.494,4.45,0,356.253,330.169,158.613,5
101,2.445,4.507,0,356.266,367.651,159.131,5
102,2.474,4.595,0,356.184,449.089,159.692,0
102,2.364,4.481,0,355.362,464.584,158.083,0
103,2.551,4.524,0,356.066,463.788,151.442,1
103,2.422,4.734,0,359.849,322.145,153.45,1
104,2.682,4.529,0,358.665,326.135,155.559,2
104,2.543,4.595,0,358.856,320.311,157.602,2
105,2.249,4.801,0,361.068,310.936,156.319,3
105,2.219,4.721,0,355.357,294.155,157.715,3
106,2.376,4.579,0,352.565,320.33,150.865,5
106,2.473,4.612,0,353.056,298.521,152.005,5
107,2.609,4.615,0,357.257,307.019,165.932,4
107,2.076,4.784,0,362.526,324.959,159.408,4
108,2.008,4.861,0,359.404,322.277,163.781,3
108,2.628,4.535,0,356.211,369.476,153.828,3
109,2.773,4.256,0,348.499,276.742,155.679,6
109,2.44,4.489,0,354.817,311.413,158.309,6
110,2.369,4.696,0,357.728,325.973,157.944,5
110,2.356,4.591,0,352.485,310.947,155.7,5
111,2.283,4.801,0,358.206,309.703,157.314,3
111,2.589,4.395,0,357.297,317.952,158.553,3
112,2.481,4.513,0,353.048,283.347,155.421,6
112,2.603,4.542,0,355.401,337.428,152.933,6
113,2.393,4.652,0,354.823,333.87,153.387,4
113,2.374,4.678,0,356.344,304.022,157.621,4
114,2.332,4.665,0,356.034,318.441,153.829,5
114,1.979,4.918,0,360.626,371.06,164.323,5
115,2.184,4.808,0,359.934,342.397,159.027,6
115,2.646,4.575,0,357.072,268.758,156.39,6
116,2.185,4.558,0,354.142,292.012,160.035,4
116,2.223,4.684,0,358.147,307.33,157.729,4
117,2.203,4.701,0,353.181,288.131,160.545,3
117,2.728,4.481,0,355.549,302.766,156.829,3
118,2.304,4.637,0,351.473,299.714,155.914,3
118,2.523,4.628,0,355.746,314.158,150.984,3
119,2.415,4.559,0,353.231,324.402,153.31,6
119,2.374,4.643,0,356.758,298.108,158.757,6
120,2.625,4.563,0,356.595,305.513,161.329,3
120,2.541,4.632,0,354.547,293.963,159.683,3
121,2.234,4.556,0,351.775,272.717,155.752,5
121,2.146,4.518,0,351.775,338.05,157.581,5
122,2.498,4.699,0,359.817,311.955,153.109,4
122,2.362,4.735,0,356.614,315.766,154.602,4
123,2.625,4.499,0,355.576,292.402,156.679,4
123,2.31,4.657,0,355.905,272.947,155.353,4
124,2.54,4.623,0,356.916,300.807,157.187,2
124,2.024,4.831,0,355.199,334.107,169.323,2
125,1.896,4.692,0,357.307,343.598,161.19,2
125,2.097,4.78,0,360.488,324.079,169.431,2
126,1.443,4.722,0,357.2,323.996,167.964,6
126,1.953,4.829,0,360.702,341.13,168.273,6
127,1.865,4.789,0,358.733,289.537,162.829,6
127,2.16,4.703,0,355.08,311.493,150.866,6
128,2.1,4.871,0,362.611,327.018,163.849,4
128,1.826,4.603,0,359.363,317.469,157.874,4
129,2.281,4.733,0,357.232,364.29,157.637,6
129,1.657,4.743,0,356.83,289.747,158.487,6
130,1.849,4.698,0,351.107,307.693,147.174,3
130,2.14,4.885,0,362.039,323.336,155.907,3
131,1.473,4.763,0,358.465,321.849,166.91,7
131,1.898,4.592,0,357.7,314.792,151.425,7
132,2.064,4.776,0,361.346,309.323,164.232,3
132,2.164,4.865,0,365.319,335.483,165.508,3
133,2.071,4.713,0,357.357,326.196,162.568,4
133,1.496,4.837,0,359.93,296.149,160.424,4
134,2.532,4.816,0,363.002,283.187,165.692,3
134,2.456,4.571,0,358.304,342.932,163.392,3
135,1.981,4.855,0,357.763,316.717,156.295,4
135,1.623,4.635,0,355.658,300.693,165.396,4
136,2.145,4.707,0,356.818,321.82,166.343,3
136,2.056,4.769,0,356.873,319.328,166.299,3
137,1.535,4.728,0,358.125,342.738,166.552,8
137,1.491,4.62,0,354.221,342.94,159.943,8
138,2.031,4.903,0,359.731,341.426,162.823,2
138,2.158,4.862,0,359.92,307.556,157.76,2
139,1.962,4.822,0,361.003,306.548,168.201,5
139,1.836,4.632,0,357.354,308.792,172.078,5
140,1.622,4.63,0,356.136,317.952,158.684,5
140,1.952,4.785,0,356.713,316.433,159.383,5
141,2.027,4.772,0,358.788,321.308,167.09,2
141,1.997,4.789,0,357.432,303.294,163.059,2
142,2.101,4.519,0,355.493,326.758,162.594,6
142,2.73,4.525,0,356.285,291.993,158.824,6
143,1.932,4.687,0,355.636,329.234,159.063,2
143,2.271,4.583,0,355.284,290.953,159.746,2
144,2.44,4.489,0,353.727,288.995,153.853,3
144,2.051,4.364,0,355.172,290.85,158.388,3
145,1.404,4.739,0,356.807,316.032,169.851,2
145,1.636,4.809,0,363.009,319.992,161.095,2
146,1.83,4.661,0,357.209,324.788,164.597,4
146,1.84,4.584,0,355.763,317.462,166.805,4
147,2.061,4.643,0,357.014,321.633,165.526,3
147,2.439,4.535,0,356.221,345.986,153.511,3
148,2.503,4.548,0,358.122,318.646,160.625,4
148,2.506,4.436,0,351.215,283.207,147.382,4
149,2.333,4.507,0,353.88,319.07,150.517,5
149,2.397,4.641,0,359.185,326.093,165.323,5
150,2.51,4.52,0,352.455,288.1,145.664,3
150,2.484,4.494,0,356.937,310.46,157.099,3
151,1.708,4.624,0,355.866,333.127,162.882,5
151,2.098,4.73,0,357.343,283.91,160.353,5
152,2.006,4.703,0,359.966,324.173,161.545,3
152,1.95,4.869,0,362.8,300.481,159.483,3
153,2.07,4.752,0,357.912,338.042,163.74,2
153,1.982,4.751,0,358.38,366.495,163.878,2
154,1.633,4.83,0,361.055,307.025,164.632,3
154,1.845,4.814,0,360.428,298.537,164.88,3
155,1.74,4.705,0,356.119,311.03,161.619,4
155,2.442,4.465,0,352.649,274.703,153.411,4
156,2.368,4.617,0,357.87,328.493,159.404,5
156,2.094,4.707,0,356.325,296.17,166.25,5
157,2.343,4.499,0,358.229,320.377,160.341,7
157,2.587,4.312,0,354.02,319.209,162.487,7
158,2.52,4.511,0,360.344,346.454,163.768,3
158,2.557,4.47,0,356.42,316.223,166.104,3
159,2.125,4.747,0,358.287,294.215,163.305,5
159,2.119,4.551,0,353.323,337.295,166.235,5
160,2.154,4.515,0,356.813,317.34,169.791,4
160,2.048,4.757,0,359.936,320.896,159.413,4
161,2.06,4.766,0,360.737,290.698,159.398,3
161,1.773,4.753,0,359.833,317.814,164.822,3
162,2.114,4.762,0,363.503,350.577,168.935,5
162,2.32,4.716,0,361.798,303.976,159.888,5
163,1.484,4.734,0,362.206,311.407,169.278,2
163,2.031,4.67,0,355.838,340.857,164.166,2
164,2.407,4.692,0,359.955,338.666,157.458,4
164,1.809,4.665,0,359.293,333.01,162.004,4
165,1.517,4.862,0,361.521,339.467,166.766,3
165,1.688,4.748,0,357.628,335.655,166.979,3
166,1.498,4.852,0,363.091,341.686,165.284,3
166,1.547,4.799,0,358.16,332.911,169.742,3
167,1.669,4.733,0,356.753,331.415,165.014,4
167,1.718,4.808,0,360.271,336.254,171.673,4
168,2.03,4.708,0,353.762,299.781,164.882,2
168,1.606,4.765,0,357.11,314.587,160.528,2
169,1.67,4.616,0,355.025,321.118,157.263,4
169,1.702,4.414,0,353.642,315.973,158.271,4
170,1.766,4.508,0,353.378,335.807,161.036,3
170,1.848,4.569,0,356.455,308.8,158.274,3
171,1.974,4.694,0,358.389,300.724,165.799,4
171,1.611,4.764,0,355.756,334.909,159.416,4
172,1.526,4.59,0,355.913,300.802,158.068,2
172,1.819,4.689,0,354.204,295.698,166.532,2
173,2.244,4.395,0,353.069,316.478,165.919,6
173,1.709,4.489,0,354.653,323.528,161.531,6
174,2.54,4.491,0,358.227,282.254,156.58,6
174,2.253,4.57,0,355.308,311.616,155.652,6
175,1.949,4.566,0,354.687,307.98,163.617,2
175,2.223,4.626,0,356.646,356.614,148.044,2
176,2.184,4.656,0,356.239,313.152,158.016,4
176,1.487,4.655,0,355.427,317.493,157.082,4
177,1.896,4.644,0,359.153,300.416,165.026,5
177,2.146,4.555,0,355.895,307.215,162.049,5
178,2.074,4.572,0,357.157,321.081,153.728,1
178,2.225,4.501,0,353.516,380.133,154.36,1
179,2.196,4.54,0,356.199,355.884,152.366,6
179,2.45,4.674,0,364.853,367.966,154.296,6
180,2.173,4.536,0,354.981,475.984,157.679,4
180,2.187,4.629,0,357.572,333.168,162.792,4
181,1.653,4.534,0,354.972,320.886,157.815,3
181,1.953,4.538,0,357.106,321.991,161.972,3
182,1.185,4.604,0,359.037,355.473,157.637,3
182,2.204,4.611,0,358.711,287.111,161.565,3
183,1.815,4.688,0,359.208,321.195,152.274,5
183,2.371,4.641,0,362.949,316.209,156.05,5
184,2.607,4.401,0,358.278,324.899,161.215,4
184,2.069,4.72,0,358.737,340.62,157.407,4
185,2.153,4.653,0,358.631,348.883,158.88,2
185,2.077,4.702,0,359.922,350.326,150.626,2
186,2.089,4.873,0,361.584,317.075,156.049,7
186,1.73,4.718,0,358.415,323.672,161.159,7
187,2.168,4.796,0,361.418,319.196,155.469,5
187,2.549,4.376,0,355.955,304.461,158.468,5
188,1.944,4.587,0,353.334,356.953,163.395,2
188,2.117,4.684,0,359.589,306.228,159.358,2
189,2.22,4.788,0,358.206,326.743,155.861,3
189,2.639,4.562,0,357.559,333.381,157.64,3
190,2.455,4.719,0,356.474,311.487,153.521,3
190,2.356,4.713,0,360.744,323.726,161.069,3
191,2.592,4.601,0,356.763,297.396,154.868,4
191,2.291,4.521,0,355.828,311.405,159.744,4
192,2.098,4.756,0,359.271,284.117,165.974,3
192,1.999,4.7,0,358.498,332.307,164.438,3
193,1.645,4.801,0,359.061,342.394,153.487,4
193,1.805,4.588,0,358.576,337.058,156.47,4
194,2.068,4.618,0,354.84,329.774,158.654,5
194,2.643,4.383,0,354.959,337.199,167.747,5
195,2.564,4.503,0,359.454,379.0,157.706,4
195,2.499,4.52,0,360.527,369.246,156.356,4
196,2.69,4.274,0,354.439,441.206,154.034,4
196,2.728,4.577,0,358.859,340.901,160.534,4
197,2.431,4.574,0,357.06,414.386,157.015,2
197,1.974,4.842,0,362.484,372.733,161.269,2
198,2.384,4.581,0,357.423,351.271,158.182,6
198,2.52,4.474,0,353.158,318.453,151.041,6
199,2.494,4.472,0,359.285,382.662,158.566,5
199,2.559,4.435,0,355.171,309.024,159.865,5
200,2.533,4.457,0,357.326,350.265,157.563,3
200,2.58,4.514,0,356.315,356.533,163.374,3
201,2.335,4.592,0,357.777,335.525,162.142,2
201,2.706,4.355,0,352.523,344.968,153.363,2
202,2.487,4.435,0,358.966,359.61,161.267,1
202,2.205,4.659,0,356.198,426.269,156.248,1
203,2.659,4.346,0,352.927,400.99,155.814,3
203,2.69,4.322,0,356.4,448.222,157.681,3
204,2.271,4.669,0,358.643,355.715,155.997,3
204,2.165,4.708,0,356.501,363.105,158.153,3
205,2.49,4.55,0,353.276,395.67,150.232,1
205,2.445,4.517,0,351.995,355.125,144.136,1
206,1.313,4.688,0,356.398,420.093,156.557,2
206,2.099,4.667,0,358.073,356.867,163.319,2
207,2.284,4.504,0,360.332,442.374,161.391,3
207,2.571,4.64,0,360.821,368.07,162.455,3
208,2.576,4.481,0,357.13,326.69,159.989,4
208,2.256,4.714,0,361.149,376.385,160.117,4
209,2.737,4.372,0,355.399,333.23,162.79,3
209,2.494,4.546,0,356.011,307.752,159.725,3
210,2.651,4.659,0,359.591,320.881,162.1,4
210,2.467,4.669,0,361.146,336.03,164.91,4
211,2.557,4.634,0,358.058,306.989,159.965,4
211,2.713,4.366,0,352.94,345.64,164.644,4
212,2.342,4.646,0,357.181,332.181,159.552,2
212,2.15,4.789,0,359.081,322.645,155.907,2
213,2.407,4.637,0,359.066,359.192,164.584,3
213,2.68,4.459,0,356.424,312.837,165.665,3
214,2.291,4.62,0,352.129,382.673,158.078,3
214,2.531,4.719,0,362.046,426.861,160.451,3
215,2.552,4.545,0,359.07,383.826,167.021,3
215,2.5,4.679,0,360.634,370.955,158.375,3
216,2.522,4.53,0,359.753,324.223,157.365,3
216,2.607,4.55,0,355.814,327.522,159.302,3
217,2.832,4.377,0,357.692,324.122,158.611,4
217,2.592,4.412,0,356.961,323.227,154.488,4
218,2.479,4.622,0,359.804,336.18,156.578,3
218,2.59,4.563,0,360.345,330.845,154.887,3
219,2.639,4.523,0,357.563,325.845,158.324,4
219,2.454,4.479,0,356.245,368.121,146.903,4
220,2.468,4.273,0,353.765,369.98,155.607,3
220,2.762,4.268,0,353.77,295.4,157.134,3
221,2.239,4.728,0,358.1,340.748,157.526,2
221,2.657,4.455,0,361.051,295.674,156.466,2
222,2.541,4.518,0,356.339,325.546,157.666,2
222,2.6,4.607,0,359.522,309.673,157.239,2
223,2.298,4.609,0,356.722,308.595,155.677,5
223,2.7,4.501,0,356.603,335.82,160.742,5
224,2.592,4.339,0,353.263,342.644,159.171,2
224,2.296,4.762,0,359.82,319.259,159.97,2
225,2.526,4.515,0,358.372,375.722,161.995,3
225,2.564,4.493,0,358.373,351.334,166.999,3
226,2.657,4.504,0,354.41,309.825,163.408,3
226,2.569,4.713,0,359.798,358.848,155.599,3
227,2.438,4.461,0,358.914,428.76,159.727,4
227,2.616,4.334,0,354.65,439.569,159.252,4
228,2.576,4.486,0,355.962,435.93,147.394,3
228,2.281,4.586,0,357.512,472.567,158.396,3
229,2.647,4.56,0,359.489,478.634,162.729,4
229,2.637,4.419,0,352.84,410.699,158.53,4
230,2.674,4.58,0,361.402,415.948,162.985,6
230,2.202,4.793,0,362.252,337.966,158.245,6
231,2.674,4.339,0,356.529,324.052,167.187,1
231,2.048,4.79,0,357.894,348.179,160.381,1
232,2.131,4.809,0,357.525,388.29,156.82,4
232,1.955,4.614,0,356.162,345.612,167.456,4
233,1.827,4.734,0,355.677,354.893,157.99,3
233,2.431,4.423,0,356.311,312.043,154.385,3
234,1.645,4.607,0,355.156,341.459,146.435,2
234,1.756,4.55,0,357.905,367.156,157.82,2
235,2.195,4.681,0,361.899,343.794,158.404,3
235,2.271,4.41,0,352.607,332.725,158.775,3
236,1.955,4.679,0,357.289,332.312,167.078,3
236,1.708,4.64,0,356.112,312.117,159.507,3
237,2.424,4.588,0,354.563,284.275,145.296,4
237,2.382,4.683,0,358.694,337.104,160.705,4
238,2.177,4.678,0,358.675,315.306,155.103,3
238,2.239,4.82,0,359.097,324.825,155.187,3
239,2.177,4.663,0,357.519,343.998,160.508,3
239,2.25,4.563,0,355.229,321.246,157.982,3
240,2.563,4.645,0,356.776,330.421,154.721,6
240,2.473,4.599,0,356.874,332.487,150.514,6
241,2.044,4.772,0,359.899,349.871,153.844,3
241,2.429,4.518,0,359.406,451.919,159.272,3
242,2.526,4.3,0,354.19,386.459,156.478,8
242,2.541,4.465,0,354.58,331.554,153.489,8
243,2.063,4.797,0,357.84,351.418,167.994,0
243,2.775,4.529,0,361.471,453.06,160.914,0
244,2.352,4.603,0,360.701,316.915,168.397,3
244,2.666,4.49,0,355.009,328.672,157.306,3
245,2.509,4.594,0,356.975,323.253,155.061,4
245,2.463,4.505,0,357.35,301.278,161.024,4
246,2.724,4.431,0,355.102,325.4,154.659,2
246,2.669,4.502,0,356.733,336.518,151.802,2
247,1.954,4.788,0,357.252,367.504,161.149,2
247,2.207,4.744,0,357.085,329.894,148.758,2
248,2.0,4.842,0,358.222,332.539,160.957,4
248,2.102,4.846,0,360.649,316.576,165.04,4
249,1.179,4.612,0,352.969,253.321,155.22,4
249,1.254,4.757,0,356.704,359.225,158.769,4
250,1.973,4.414,0,355.062,302.706,162.052,3
250,2.041,4.757,0,360.579,312.468,162.298,3
251,2.202,4.566,0,361.866,373.264,156.972,5
251,2.52,4.515,0,356.277,368.536,160.875,5
252,2.525,4.655,0,361.073,297.11,162.199,5
252,2.365,4.507,0,357.148,351.523,151.527,5
253,2.605,4.609,0,361.181,377.0,160.95,3
253,2.569,4.431,0,356.659,358.238,158.131,3
254,2.735,4.545,0,357.781,379.596,157.818,6
254,2.477,4.533,0,356.93,383.433,162.961,6
255,2.849,4.407,0,357.535,346.818,153.169,6
255,2.681,4.39,0,354.409,343.377,153.633,6
256,2.474,4.526,0,356.472,343.003,164.661,4
256,2.591,4.544,0,358.436,361.267,157.551,4
257,2.208,4.559,0,361.977,353.593,154.339,6
257,2.508,4.653,0,361.483,328.049,166.135,6
258,2.29,4.479,0,357.02,311.301,160.167,3
258,2.313,4.383,0,351.265,325.615,152.827,3
259,2.565,4.443,0,354.826,333.996,158.166,2
259,2.25,4.742,0,357.017,290.365,152.63,2
260,2.382,4.633,0,361.4,332.807,158.725,1
260,2.636,4.533,0,360.093,367.559,158.395,1
261,2.645,4.55,0,356.442,358.797,160.562,7
261,2.488,4.384,0,356.455,295.803,162.663,7
262,2.338,4.527,0,354.68,331.466,151.511,6
262,2.473,4.731,0,363.512,353.835,161.268,6
263,2.456,4.54,0,359.349,365.564,156.35,6
263,2.363,4.424,0,355.073,285.131,157.17,6
264,2.343,4.648,0,356.202,301.977,157.14,1
264,2.388,4.594,0,356.84,340.403,152.598,1
265,2.769,4.263,0,353.396,313.298,159.537,3
265,2.119,4.752,0,354.525,309.268,162.012,3
266,1.942,4.814,0,360.564,304.892,168.212,2
266,2.123,4.673,0,356.839,350.272,166.09,2
267,2.732,4.525,0,355.777,349.118,162.362,6
267,2.583,4.438,0,357.337,316.715,156.969,6
